id,x_e_out [-]
4,-0.0009904259962781
7,0.0098727127726175
10,-0.0184390927469978
12,0.0187720979380405
23,0.0447196888972643
27,-0.0149905194592318
34,0.0065863742367591
36,-0.0253395299742078
39,-0.0358507622534747
43,-0.0312536570957396
44,-0.0097495140060329
45,-0.14972622661097
50,0.0193788280628587
56,-0.1209886771883168
57,0.0245178231629139
60,-0.0194116008779473
62,0.0106382940104331
68,0.008237970166903
70,0.0644922571086841
74,0.0785910706531867
75,-0.0280171429064687
76,-0.0500177515084816
78,-0.0343192824572831
81,0.0288833581580194
85,0.0809461291849666
93,0.0393140981425027
95,0.0367336078976045
97,-0.0038034763904818
99,0.089469510020804
112,0.0248824214768905
116,-0.048941500474693
119,0.0100638352043357
120,0.0020597072388004
122,-0.0268191131247312
127,-0.0896389768335289
137,0.0114436377418509
143,-0.0250119551617316
146,-0.0285295828260679
148,0.0066657683570904
149,-0.0690567939863577
150,-0.1178178899109324
155,0.0887749585287075
161,-0.0505494252169103
164,-0.0215071151092343
168,-0.008404355412193
171,0.0047724535073414
177,-0.052160058366191
182,0.0002373634356823
183,-0.0160876540399145
185,-0.0236392649429131
186,-0.0372054622258222
188,0.006166331218326
190,-0.0447214482786479
192,-0.0233297009727893
200,-0.0338323923491185
203,0.0144538671617746
204,-0.0047582409941172
206,0.0648349600158822
207,0.0198152481581951
209,0.0774465474596924
210,-0.0201293436272669
211,0.0581145264173141
214,-0.0176245981875746
215,0.0887302891459394
216,0.0784798929582961
218,0.0299075168637117
221,0.0037333101162548
223,0.0429628607699623
227,0.0378590988112613
233,-0.0041128108578079
237,-0.0823927559984007
240,-0.056459438963827
241,0.0611545502337904
245,0.0182805207069413
249,-0.0319022048768302
254,-0.0506438683646869
258,-0.0143829804178564
260,0.0646073593595093
261,-0.1690809186121294
268,-0.0284857248363072
271,0.0299932444139137
273,0.0780173652476361
280,0.0129558657130204
282,0.0734740877385443
285,0.006665603708336
288,0.0023222741016067
292,0.0426658609688563
293,-0.0949122969286387
294,-0.0557274352688564
296,0.0128089052684798
303,0.0117441022500594
305,-0.0864921094326597
306,-0.0029389637464663
308,0.0212820330623728
316,0.0441956981645197
317,0.0498211949980578
319,0.0761838605339323
321,0.0339378149845762
322,-0.0073456907628531
326,-0.0208207289278482
327,0.0535554350316941
330,-0.1498890558113391
333,-0.0200827269838302
338,0.0594542551080834
339,-0.0313674277235127
340,0.0309738104243781
341,0.0158547721645403
342,0.0414648740116879
347,0.0332140577402345
348,-0.0699228832685869
352,0.0422790227958071
355,-0.0214961540580354
358,0.0063742755660318
361,0.0003501525387292
362,-0.0031352386614328
364,0.0044969149795771
369,-0.0394509081925787
371,0.0084963042086989
381,0.0612855836006551
383,-0.0387462681847028
387,0.0352231234785914
389,0.075296239055945
397,0.0280900611023794
400,0.0073348771800753
402,0.0194580164665817
403,-0.0070026119682679
407,-0.0748022417388689
415,-0.03423439573821
417,-0.0173889957186149
426,0.0240011781894869
429,0.111916650420274
432,0.0106334259983292
434,0.0379570813190296
438,0.015826355494761
440,0.0287549596718577
441,0.0437984207320486
449,-0.012147698582881
450,-0.0171496826443902
455,-0.0715594706996354
456,-0.1270788459262465
458,0.0188937923571107
459,0.0411818749611627
460,0.0245668385356443
461,0.0087303641338777
462,0.1115879672278526
466,-0.0369909991977305
468,0.0078737738919416
469,0.0673540176441966
472,0.0391397738424984
475,0.0127016504630081
477,-0.0209507274295882
479,0.0290725015920469
486,-0.1320324668363576
487,0.0051989760393731
488,-0.0298721889980758
489,0.02987955969508
491,0.0216793003251775
495,0.002986213873623
502,0.1029000605075361
503,-0.0304859719100239
504,0.0092491925862196
506,-0.0528266911681807
510,0.0427966412529596
511,-0.0090411084928674
513,0.0114273591513462
515,0.0407490135057838
516,-0.0712361274446186
517,0.0271586150998334
521,-0.0079464975876117
522,-0.0535148146040823
525,0.0358537525829623
527,0.0053571135958837
530,-0.0338106757965703
531,0.0589919499001806
534,0.0097955782571025
539,-0.0003959955185927
541,-0.0868904002487997
542,0.0546146052528035
545,-0.0766503956170303
555,-0.1114127814348785
559,0.0605613982951648
562,0.1099390414567699
567,0.0076084680343076
570,-0.0119405357933395
571,0.003547124612507
574,0.005318499767093
578,0.0939832048354677
579,0.0528423438107845
582,0.0114065610600556
584,-0.0124146734655787
588,-0.0369662538737894
594,0.119860064651951
596,-0.0023364065053672
601,-0.0283675728572523
606,0.017686557139533
608,-0.0537943961254779
609,0.0031622563192227
610,0.0117795450348441
611,0.0501802430558132
616,0.0517151714827031
619,-0.0239476456538675
620,-0.0184786460571663
621,0.0007258891226134
623,-0.0358082912168898
627,0.0478875570413837
628,0.0331337689651414
630,0.0075897706188973
631,0.0332737956122414
633,0.0789808544214146
642,-0.0408754000396311
645,-0.0682622827954718
647,0.0066334929848683
649,-0.0372459278421563
650,-0.0211164896889678
651,-0.0136622203477591
652,-0.0014173252771936
657,-0.0398495993325525
658,0.0003989960583552
663,0.0006899940549648
667,0.0210070275006875
671,0.0674953169163821
674,0.0363779127755674
677,0.0699757766994065
685,0.0116186097252396
686,0.0648362189620738
688,-0.0706197669053463
689,-0.0263264473367005
690,0.0277684830423585
693,0.0173210617299442
695,0.0489003156724741
699,-0.0404220560984928
702,0.001689841050951
705,-0.0177215326824467
706,0.0050884165105926
713,-0.0028205155942623
714,0.1041933947753664
721,0.0242411596707368
724,0.048194878372332
730,0.0422871422800377
731,-0.0886047357555311
733,0.0671826219625832
734,-0.005194224771804
737,0.0094155465095668
740,-0.0393814467544504
743,-0.1161284161945879
748,0.0589975933431848
749,0.0042381299012967
750,-0.0745113396562568
752,-0.0155391374972898
754,-0.0165829847562379
759,-0.0393409710714779
760,0.0225867441024593
769,0.0454036395136789
770,0.0150039443388508
774,-0.1042714216070237
776,0.1041572256138521
778,-0.0428595092986889
780,0.0330200053087113
781,0.0521415751545017
782,-0.0034356251539799
783,0.0862294278656545
786,-0.0497008472378599
789,0.0067770036909197
790,-0.0182844102827157
792,0.0794043208900375
793,0.0581750145034343
797,-0.0078360667277068
798,-0.0015885204662082
800,0.0526017447320069
808,0.0677664754249002
810,0.0063862410338455
812,0.0079801923106079
816,0.0571838520663316
819,0.0154449628156961
824,0.0049754071120815
825,0.0375694784729885
831,-0.0637095651219982
832,0.0442732305398482
834,-0.0006130012291827
837,0.0244257196739416
838,0.0123326618740898
840,-0.0526318253686138
842,0.063595218185388
843,0.022439602540669
844,-0.0493383222722824
845,-0.0065273698202003
848,0.0081373593772273
851,-0.0327806047072092
855,0.0431082400672434
858,0.0046525487338609
860,0.0317107757887861
861,-0.0305784466188835
864,-0.1595695121720469
865,-0.0411727409389036
869,0.0185308696765347
873,0.0075090659760695
875,0.02605144228163
881,0.0733218136090099
884,0.0562613647418486
885,-0.0166235182573087
891,0.0049215079796021
895,-0.0295173354691013
896,0.0729837033836452
902,0.0139117845600802
904,0.0202960301781486
908,0.0265949790376948
914,0.0304452450917354
924,0.0462366357691316
925,-0.0146819560860715
926,0.0291752121506694
928,-0.2353413830742851
933,0.0366912462303661
934,0.0543134015509121
935,0.0300112385803703
937,0.0523779196889028
938,-0.0366939926211752
939,0.0152284732686598
943,-0.0774669885839173
950,-0.024905640763001
951,0.0463918390676215
955,-0.0119207461461334
960,0.0369075125779931
961,-0.0805048628835602
968,0.0309219219855972
973,0.0440030624784285
974,0.0131520702945863
979,0.0211266657463045
982,0.0146936150502393
984,-0.0139099539644816
987,0.0355513614205688
991,0.0098870513292544
992,-0.0100012953082924
993,-0.031487719614866
998,0.0304166856193499
999,0.0991267456446376
1003,-0.0342982697460491
1006,0.0335542298337073
1007,0.0146315130138969
1010,0.0025861407653313
1012,0.031214994468937
1014,-0.0428140141481636
1017,0.0177520302841585
1019,0.0193861517957605
1020,0.0664286226762663
1022,-0.000509517743171
1024,-0.0195343904207835
1026,0.036544172208001
1029,0.0343810431535034
1030,0.091204432438914
1033,0.0173107931186292
1036,-0.0005990679903847
1038,0.0362559637629134
1040,-0.1305777630369171
1042,0.014506368616402
1044,0.0040618841796672
1046,-0.0320524408887767
1050,0.0309629529522267
1056,0.0197669898073379
1058,0.0502283483754293
1064,-0.0098936092683721
1065,-0.0522337470882618
1070,0.0188601642693146
1073,0.0615743094037436
1075,0.0120250774221592
1076,-0.0364691060443218
1081,-0.1316400410583936
1089,0.0654454177132203
1092,0.0058790016172748
1097,-0.0844352566427721
1100,-0.0203092117283038
1101,-0.0899810556022382
1102,-0.0116435132913026
1103,0.0219640973860923
1108,-0.0264431659221864
1112,0.0573745230681891
1114,0.0106233390204765
1127,0.0082320821177971
1129,0.0654826146936619
1131,0.026423599219252
1136,0.0385074000028815
1137,-0.0639334369823551
1139,-0.0354054634087379
1149,0.0248442357103343
1150,-0.0285068534626962
1158,0.0118044300525275
1161,-0.0097987887442864
1165,0.0261108852026778
1166,0.0080451688860966
1168,0.0355637322411925
1172,0.0409036109853751
1173,-0.0231587156625027
1174,0.0266487885347573
1183,0.0150570558246496
1190,-0.0619697208467794
1192,-0.042775425779153
1198,0.0265741931290607
1206,0.0169354667516103
1208,-0.1345199023729843
1209,-0.0507666404968217
1210,-0.0116094985825638
1211,-0.0004927581818765
1214,-0.0720958464234688
1215,-0.0077898664418382
1219,0.0095689267425235
1220,0.0076943390346175
1224,-0.0832971923035998
1226,-0.0112740269551238
1228,0.0477377371431466
1231,-0.008229956359482
1232,-0.002453654154023
1237,0.0380201575702205
1239,0.0516978780256626
1242,-0.0698889254556431
1243,0.0034132790935843
1245,-0.0493117847822749
1248,-0.00690919204317
1251,0.0852947476354263
1259,-0.035103573254894
1261,0.0083530586375871
1265,-0.0492339330818251
1267,0.0588434461393698
1268,0.0290730103318748
1273,-0.0502130101216071
1274,0.1360085201291997
1276,-0.0229221418135732
1278,0.0994771726619148
1280,0.0196812925636196
1281,0.0141487397771067
1295,0.0634220422058613
1301,0.0510921998378603
1306,0.0754104445747083
1307,0.0493629669046997
1312,0.0018288125682678
1318,-0.0304129823052239
1323,-0.0129723451985572
1324,0.069710478296736
1326,-0.0425502633693775
1335,0.0164637316768255
1337,0.0034891312485026
1339,-0.0315998619319332
1340,-0.0121218395523435
1341,-0.0465193107219583
1347,-0.0013454777004847
1355,-0.0139595517817127
1357,-0.0015002614344883
1360,0.048129012940923
1361,0.0755726040758942
1365,-0.041575183997139
1369,-0.0101052585546768
1371,0.1044644430163527
1374,0.0802751387002252
1375,0.0273351927064019
1379,0.0154413216200196
1385,0.0162968181174503
1391,0.0965282530873046
1396,0.019134770892237
1401,0.0316920465698571
1402,-0.2056637973706235
1407,-0.0031476145563846
1412,0.0294051868551046
1413,0.0779714177081688
1414,0.0014872779961426
1427,-0.0158352624087647
1429,-0.080984928997387
1435,-0.0361744543218162
1436,-0.1304285730123952
1438,0.0354211674182308
1439,0.0044360649781447
1445,0.044917312128997
1447,-0.0288740853453295
1452,0.0144243386027184
1454,0.0592765247421379
1456,0.0144468083849933
1461,0.0465195359982993
1463,-0.0856266764462322
1464,-0.0081116500209218
1467,-0.0643457849906627
1468,-0.012829259578009
1473,-0.007035464106611
1474,0.0687265452479474
1475,0.0785942023794344
1476,-0.0111849373696923
1478,-0.0741978460892464
1481,-0.0456527922969238
1482,-0.0215109767926345
1485,-0.0028814962433469
1487,0.1247603359810428
1495,0.0007387837216129
1498,0.0354659546416835
1502,-0.1512731343559722
1506,-0.0048783393172685
1508,0.0273768333838272
1513,-0.0828509665089035
1516,0.0419421706902986
1518,0.0238905136653997
1519,-0.0119283325352284
1520,0.0275849763940289
1522,0.0246353611684787
1523,0.0820152845088141
1525,0.0195812529637824
1526,0.0368854154424209
1529,0.1237283233402985
1530,0.0663211952658839
1531,0.0172759550777261
1534,-0.0011872284725961
1541,-0.0164973703103866
1546,-0.0511304952954875
1552,-0.0229847433481603
1553,0.0016204425872247
1554,-0.0222124911397313
1555,0.0195768844159732
1557,0.0148580889628403
1559,0.0091235822394017
1560,-0.0896901974149323
1564,-0.0035808240926719
1565,0.0235932000202059
1566,-0.0244360297374098
1567,0.0813274592141307
1569,0.041647818329195
1573,-0.0283504136770026
1585,0.0250861346745771
1592,-0.0401985507912057
1598,0.0001716075083054
1603,-0.04107741709067
1606,-0.0148805437063201
1608,-0.0179249671991675
1609,-0.0894242307849454
1613,0.0082596046419517
1619,-0.0315823199195045
1623,0.0048604659584671
1624,0.0409380093448009
1626,0.01436725423471
1629,-0.0539112802657781
1631,-0.0003583984817407
1635,-0.1379126012097276
1641,-0.0059840915467663
1644,0.0300604067664854
1645,0.0032881939381774
1646,-0.0553957729875365
1647,-0.0222941698174563
1648,-0.0180360502052654
1660,0.0106410210354836
1661,-0.0828125723244798
1664,-0.0474084370881914
1666,0.0537836878775492
1670,0.080969311645472
1671,0.0064665398889976
1673,0.0427336768132266
1677,-0.0385796783618369
1678,-0.0097340225376088
1683,0.0900632640187872
1688,0.1221017684581027
1694,-0.0045490190873124
1696,0.0347338318801571
1699,-0.0641974794762597
1709,0.0489913567401027
1711,0.0562422926231005
1713,-0.0407663754214848
1715,0.0471854694314536
1716,0.0484295653125506
1719,0.0116466319896987
1720,-0.0181695345049685
1723,-0.0438735523847386
1728,0.0663669701962466
1730,-0.0275882578515481
1741,-0.0610131576283856
1742,0.0295250063080734
1747,-0.115899284945528
1749,-0.0285127317900724
1750,0.0008286698788282
1751,-0.0011303737165279
1752,-0.0473236281223378
1758,-0.0450850836411643
1760,0.001287116705164
1761,-0.0305295194867294
1763,0.0263052816686585
1770,-0.0384894305620534
1772,-0.0002858624290787
1773,-0.0664538225467166
1774,0.0135280880809922
1777,-0.0342476881737
1778,0.0028362403257122
1779,0.0276838736221681
1781,-0.0521836395618091
1782,-0.0287533348160533
1783,0.0133038860615994
1789,0.0227951086215635
1790,-0.0541853805191951
1791,-0.018619537712848
1794,0.0359597982082289
1801,-0.1198111804194343
1802,0.0005975824663642
1803,0.0265221447282973
1804,-0.0007043974697239
1805,-0.0493974953250824
1806,-0.0447566488128261
1809,0.0889974679855353
1810,0.0968104217969595
1812,0.0735643123735491
1817,0.0096064443661261
1818,0.0598267370512195
1832,0.0229315126065862
1833,-0.0042636766020788
1834,0.0061002920706261
1835,0.0247968194299174
1837,-0.00994689846671
1840,-0.0046075835387077
1841,-0.0471987441965409
1844,0.0008270906235603
1848,0.0463688352248314
1849,0.0752570488383098
1850,0.015524836883969
1854,0.0195094823160675
1856,-0.0388216382175514
1857,-0.0048885496055361
1860,-1.3267812884271146e-05
1863,-0.0242257660711547
1864,0.0531842680228243
1868,0.0150384924490279
1869,0.0439261919219323
1871,-0.020588487308221
1873,0.0610276590274031
1885,0.0021048496104004
1886,0.0018889920106986
1888,-0.0150195408622124
1893,0.0143959725313508
1895,-0.0418446969015639
1897,0.016490250812033
1898,0.0286762808545131
1900,-0.0104562846501288
1904,0.0808929984004609
1907,0.0404682061814727
1908,-0.0363478654182011
1912,-0.0719638021909349
1914,-0.0125070362285042
1917,0.0185923117508538
1918,0.078250918267232
1922,0.0132755340317634
1924,-0.0137111422015242
1927,-0.0353320795555869
1928,0.0002434273889501
1933,0.0364808091095809
1935,-0.0313066239396739
1940,-0.0172264797486789
1948,-0.0947877063959083
1950,0.1096769855965804
1952,-0.0051292125011277
1953,0.0771196794097268
1954,0.0403091238697096
1955,0.0347810958270991
1958,-0.0063479839508234
1959,-0.0345083586385855
1963,-0.0259234041858164
1964,0.0030072184937108
1967,0.0172235811741375
1969,-0.0729159857262512
1974,0.0477168352907518
1975,0.0409010995519816
1980,-0.0035141659600571
1993,0.0250363244628774
1997,0.1073599525356421
2000,0.0240760347935834
2003,0.0256201424495068
2004,0.0216478872904931
2008,0.0254416306635098
2009,0.0053378714106394
2013,-0.1528558581299212
2016,-0.0292361227196182
2019,0.0094418447665859
2021,-0.0074803968271109
2022,0.0343787591105638
2024,0.0175450485249378
2030,-0.0030558801030135
2034,-0.0073056540074571
2038,0.020158341743542
2041,-0.0010092584844753
2045,0.0930320164727494
2049,0.0591634533874134
2053,-0.0320981656196031
2057,0.0301404587573517
2063,0.0262911925062468
2069,-0.0084497272251042
2071,-0.0308732015405283
2072,0.0383999548203765
2076,0.0387117807834238
2078,0.0325851149535866
2083,0.0157839353991748
2084,0.0363738645426202
2086,0.0132615869280453
2087,0.0432359059514647
2089,0.0454273921023436
2091,0.1145870138451101
2093,0.0595126435993982
2096,-0.0781926187035459
2098,0.0102474062428102
2099,-0.023102560080021
2104,-0.1278440391742691
2106,-0.0490202679435131
2108,0.0478553246798573
2109,0.0111764115785096
2110,-0.0041884955374444
2114,0.0003642333910156
2116,-0.0898726240936496
2122,0.0918716269481575
2127,-0.0019158121993112
2128,-0.0582898477207039
2130,0.0732106184463291
2133,0.0242185882828682
2136,-0.0107843983302493
2142,-0.0508511278243634
2151,-0.0751268798417053
2153,0.0614672711243168
2155,0.0306789046507569
2156,-0.1109082606700767
2158,-0.0545865445190152
2161,0.0211409284323817
2163,-0.0246568989408398
2165,-0.0143534300392942
2166,-0.034888609537602
2171,0.0364814799352148
2174,-0.0530128098444453
2175,-0.0001950739358011
2181,0.0455137495909347
2183,0.0105214033421185
2188,-0.010759790023553
2193,0.0694826473728717
2197,0.0165772393953799
2199,0.0274319665887569
2201,-0.0960817268025472
2206,0.0620456862367911
2208,-0.0261335077785551
2210,-0.0163219494384302
2221,0.1117010580574737
2222,0.0232746361247441
2226,0.008551468760837
2230,0.051965565247951
2233,0.0273692134442465
2234,0.0691119826298498
2235,-0.0411488173647839
2245,-0.0418610444471713
2248,-0.0336654984965031
2249,-0.0674126585460196
2252,-0.0178581113405728
2254,-0.0329758171492292
2255,-0.0434109428310025
2256,-0.0592711713694711
2257,0.1200204696703982
2260,0.0370242274268103
2262,0.0214869523750164
2268,0.000313634857049
2270,0.068030958004106
2275,-0.0265717969851786
2277,0.0141843477748591
2281,0.0739801389252425
2282,-0.0176249916337114
2287,0.0083713804291698
2288,0.0022772728135078
2290,-0.0462813132270402
2291,0.0004745999995939
2295,-0.0163326678726317
2298,-0.0085012898132244
2300,0.0345722637078144
2302,-0.0396539983373519
2306,0.0211609539301554
2307,0.0124852747173273
2308,0.0363536432521476
2309,0.0475078191307739
2311,-0.0296024901382498
2312,-0.0106275272903711
2313,0.0191765987861699
2320,-0.0215852366302246
2321,-0.0319497087576841
2324,0.0902440900176059
2329,-0.0104055522281844
2332,0.0509008235578658
2333,0.0183826546121382
2335,-0.0265613695082533
2337,0.0472420847396134
2340,0.0270405166171515
2344,0.022536644632162
2345,0.0265364509175811
2349,0.069276353290619
2350,0.0215468705251181
2354,-0.0154113662194576
2357,0.0183503182585141
2360,0.0243606673469129
2365,-0.0723081427684083
2377,0.0468077850237116
2382,0.0100649190139894
2384,0.0118252380265555
2388,0.0380626874036334
2391,-0.0128250760920461
2393,0.0390791811579596
2395,0.0236106534881929
2396,-0.0096405300433515
2400,0.0644673475720312
2401,-0.0413794524146304
2402,0.0591425727635389
2407,0.0224943922577833
2422,0.0837063058979679
2423,0.0029115479425377
2426,-0.0363245206915041
2430,0.0496714113067994
2432,0.0411113164145185
2433,-0.1345998685513233
2436,0.0119357285221568
2438,0.0277996811451478
